ticker,owner,Relationship,cost,value,dt,dt_sec,markPrice,close,T,% markPrice_cost,% close_cost
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
LAZY,"Coliseum Capital Management, L",Director,20.37,1703156,2021-12-16 00:00:00,2021-12-16 18:59:00,20.16500092,20.51,LAZY,-1.0063774177712337,0.6872852233677004
SAFE,ISTAR INC.,10% Owner,72.38,499929,2021-12-16 00:00:00,2021-12-16 16:08:00,73.91000366,72.05,SAFE,2.1138486598507953,-0.45592705167173014
PRGO,Alford Bradley A,Director,36.88,479409,2021-12-16 00:00:00,2021-12-16 15:39:00,37.50999832,36.97,PRGO,1.7082383947939224,0.24403470715834139
PRGO,Alford Bradley A,Director,36.88,479409,2021-12-16 00:00:00,2021-12-16 15:39:00,37.50999832,36.97,PRGO,1.7082383947939224,0.24403470715834139
PRGO,Parker Geoffrey M.,Director,36.85,184270,2021-12-16 00:00:00,2021-12-17 12:34:00,37.50999832,36.97,PRGO,1.7910402170963358,0.3256445047489754
PRGO,Parker Geoffrey M.,Director,36.85,184270,2021-12-16 00:00:00,2021-12-17 12:34:00,37.50999832,36.97,PRGO,1.7910402170963358,0.3256445047489754
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",65.83,16457196,2021-12-15 00:00:00,2021-12-15 20:29:00,73.01999664,67.24,ASAN,10.92206689958986,2.1418806015494405
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",65.83,16457196,2021-12-15 00:00:00,2021-12-15 20:29:00,73.01999664,67.24,ASAN,10.92206689958986,2.1418806015494405
MP,WEISENBURGER RANDALL J,Director,40.1,3484445,2021-12-15 00:00:00,2021-12-17 08:30:00,42.92630005,41.85,MP,7.048129800498754,4.364089775561097
TPIC,Weiss Daniel G,Director,14.57,1456806,2021-12-15 00:00:00,2021-12-16 16:08:00,15.69999981,15.77,TPIC,7.755661015785856,8.23610157858613
ALTG,"B. Riley Financial, Inc.",10% Owner,13.43,1225429,2021-12-15 00:00:00,2021-12-15 21:31:00,14.42000008,14.06,ALTG,7.371556813104988,4.69099032017871
ALTG,"B. Riley Financial, Inc.",10% Owner,13.43,1225429,2021-12-15 00:00:00,2021-12-15 21:31:00,14.42000008,14.06,ALTG,7.371556813104988,4.69099032017871
EVER,BLUNDIN DAVID B,Director,14.6,976740,2021-12-15 00:00:00,2021-12-15 19:20:00,15.94999981,15.76,EVER,9.24657404109589,7.9452054794520555
EVER,BLUNDIN DAVID B,Director,14.6,976740,2021-12-15 00:00:00,2021-12-15 19:20:00,15.94999981,15.76,EVER,9.24657404109589,7.9452054794520555
SIX,Ruchim Arik W,Director,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:33:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
SIX,Ruchim Arik W,Director,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:33:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
SIX,Ruchim Arik W,Director,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:33:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
SIX,JAFFER REHAN,10% Owner,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:31:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
SIX,JAFFER REHAN,10% Owner,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:31:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
SIX,JAFFER REHAN,10% Owner,37.83,945632,2021-12-15 00:00:00,2021-12-15 16:31:00,39.75999832,38.73,SIX,5.101766640232627,2.3790642347343343
BCOR,ERNST MARK A,Director,16.22,324043,2021-12-15 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,4.069045376078926,3.4525277435265247
BCOR,ERNST MARK A,Director,16.22,324043,2021-12-15 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,4.069045376078926,3.4525277435265247
BCOR,ERNST MARK A,Director,16.22,324043,2021-12-15 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,4.069045376078926,3.4525277435265247
RWAY,OCM Growth Holdings LLC,Director,13.48,301885,2021-12-15 00:00:00,2021-12-15 16:35:00,13.19999981,13.0,RWAY,-2.077152744807128,-3.5608308605341277
RWAY,OCM Growth Holdings LLC,Director,13.48,301885,2021-12-15 00:00:00,2021-12-15 16:35:00,13.19999981,13.0,RWAY,-2.077152744807128,-3.5608308605341277
HQY,Dilsaver Evelyn S,Director,39.79,199666,2021-12-15 00:00:00,2021-12-16 19:13:00,40.81999969,40.07,HQY,2.5885893189243627,0.703694395576781
HQY,Dilsaver Evelyn S,Director,39.79,199666,2021-12-15 00:00:00,2021-12-16 19:13:00,40.81999969,40.07,HQY,2.5885893189243627,0.703694395576781
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",64.25,32122976,2021-12-14 00:00:00,2021-12-15 20:29:00,73.01999664,67.24,ASAN,13.649800217898836,4.653696498054467
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",64.25,32122976,2021-12-14 00:00:00,2021-12-15 20:29:00,73.01999664,67.24,ASAN,13.649800217898836,4.653696498054467
APAM,COXE TENCH,Director,45.39,9985272,2021-12-14 00:00:00,2021-12-15 17:10:00,46.59500122,46.73,APAM,2.6547724608944696,2.952192112800168
SIX,BASSOUL SELIM A,President and CEO,37.48,1199437,2021-12-14 00:00:00,2021-12-16 17:11:00,39.75999832,38.73,SIX,6.083239914621143,3.3351120597652084
SIX,BASSOUL SELIM A,President and CEO,37.48,1199437,2021-12-14 00:00:00,2021-12-16 17:11:00,39.75999832,38.73,SIX,6.083239914621143,3.3351120597652084
SIX,BASSOUL SELIM A,President and CEO,37.48,1199437,2021-12-14 00:00:00,2021-12-16 17:11:00,39.75999832,38.73,SIX,6.083239914621143,3.3351120597652084
AAT,RADY ERNEST S,Chairman & CEO,35.1,877500,2021-12-14 00:00:00,2021-12-15 16:53:00,35.49000168,35.38,AAT,1.1111158974358901,0.797720797720801
EVBG,GRAYSON BRUNS H,Director,67.08,670800,2021-12-14 00:00:00,2021-12-16 16:31:00,69.41999817,64.16,EVBG,3.48836936493739,-4.353011329755518
EVBG,GRAYSON BRUNS H,Director,67.08,670800,2021-12-14 00:00:00,2021-12-16 16:31:00,69.41999817,64.16,EVBG,3.48836936493739,-4.353011329755518
EVBG,Rowlands Sharon T,Director,66.37,663721,2021-12-14 00:00:00,2021-12-16 16:24:00,69.41999817,64.16,EVBG,4.595446994123844,-3.329817688714792
EVBG,Rowlands Sharon T,Director,66.37,663721,2021-12-14 00:00:00,2021-12-16 16:24:00,69.41999817,64.16,EVBG,4.595446994123844,-3.329817688714792
ARHS,Phillipson Dawn,Chief Financial Officer,11.62,581000,2021-12-14 00:00:00,2021-12-15 20:42:00,12.22500038,11.21,ARHS,5.20654371772807,-3.5283993115318277
HQY,DILLON ADRIAN T,Director,40.47,500811,2021-12-14 00:00:00,2021-12-15 18:26:00,40.81999969,40.07,HQY,0.864837385717826,-0.9883864591055067
HQY,DILLON ADRIAN T,Director,40.47,500811,2021-12-14 00:00:00,2021-12-15 18:26:00,40.81999969,40.07,HQY,0.864837385717826,-0.9883864591055067
LANC,HARRIS ALAN F,Director,156.37,499597,2021-12-14 00:00:00,2021-12-16 13:03:00,162.25999451,162.54,LANC,3.7667036579906688,3.945769648909629
EVER,BLUNDIN DAVID B,Director,14.95,470252,2021-12-14 00:00:00,2021-12-15 19:20:00,15.94999981,15.76,EVER,6.688961939799333,5.4180602006689
EVER,BLUNDIN DAVID B,Director,14.95,470252,2021-12-14 00:00:00,2021-12-15 19:20:00,15.94999981,15.76,EVER,6.688961939799333,5.4180602006689
SYNL,Guy Henry L,Director,14.0,349753,2021-12-14 00:00:00,2021-12-16 16:27:00,13.90999985,13.55,SYNL,-0.6428582142857131,-3.214285714285709
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,291357,2021-12-14 00:00:00,2021-12-15 21:31:00,14.42000008,14.06,ALTG,6.893996145292804,4.225352112676059
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,291357,2021-12-14 00:00:00,2021-12-15 21:31:00,14.42000008,14.06,ALTG,6.893996145292804,4.225352112676059
JXN,Kirkland Derek G,Director,38.14,247905,2021-12-14 00:00:00,2021-12-15 17:32:00,37.64500046,38.26,JXN,-1.297848820136345,0.3146303093864642
RWAY,OCM Growth Holdings LLC,Director,13.52,231416,2021-12-14 00:00:00,2021-12-15 16:35:00,13.19999981,13.0,RWAY,-2.366865310650888,-3.8461538461538427
RWAY,OCM Growth Holdings LLC,Director,13.52,231416,2021-12-14 00:00:00,2021-12-15 16:35:00,13.19999981,13.0,RWAY,-2.366865310650888,-3.8461538461538427
PETQ,Smith Michael A,EVP - Products,21.4,214000,2021-12-14 00:00:00,2021-12-16 16:05:00,20.92499924,20.65,PETQ,-2.21962971962617,-3.504672897196262
NVRO,OBOYLE KEVIN C,Director,83.78,201070,2021-12-14 00:00:00,2021-12-16 17:58:00,86.13999939,82.36,NVRO,2.8169006803533048,-1.6949152542372903
DTC,Merris John,President and CEO,14.12,199459,2021-12-14 00:00:00,2021-12-15 19:01:00,15.05000019,14.73,DTC,6.586403611898025,4.320113314447601
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,3.1784789731051415,2.5672371638141915
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,3.1784789731051415,2.5672371638141915
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.87999916,16.78,BCOR,3.1784789731051415,2.5672371638141915
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.87999916,16.78,BCOR,0.8965879258816504,0.2988643156007215
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.87999916,16.78,BCOR,0.8965879258816504,0.2988643156007215
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.87999916,16.78,BCOR,0.8965879258816504,0.2988643156007215
